SienaReference,LegNo,SienaCommonRef,GroupRefNo,DealType,FullDealType,FullSubDealType,Broker,Status,Traded,TradeDate,StartDate,MaturityDate,ContractNumber,ExternalReference,DealingInterface,DealtAmount,AgainstAmount,DealtCcy,AgainstCcy,MajorCcy,MinorCcy,AllInRate,AllInRate2,ABSRate,SalesMargin,SalesMargin2,ChlMargin,Book,CounterBook,ParentContractNumber,MktRate,MktRate2,FixingBasis,SettleCcy,SettlementRate,DateTime,CallGroup,DmIndicator,RefIrType,RefIRType2,RefIrPeriod,RefIrMargin,RefIRMargin2,OptionDate,QuoteBasis,MktPoints,Direction,NpvDate,NpvRate,InterestFrequency,InterestAction,InterestStrategy,InterestBasis,InterestBasis2,MandatedUser,CustomerSienaView,CustomerExternalView,SienaDealer,DealOwner,OriginUser,EditedByUser,DealOwnerMnemonic,UTCOriginTime,UTCUpdateTime,MarginTrading,MmLegSettleDate,MmLegMargin,MmLegAllInRate,SwapPoints,SpotDate,SpotRate,MktSpotRate,SpotSalesMargin,SpotChlMargin,RerouteCcy,MajSideSpotDate,MajSideSpotRate,MajSideMktSpotRate,MajSideTrueSpotRate,MajSideMktTrueSpotRate,MajSideSpotSalesMargin,MajSideSpotChMargin,MinSideSpotDate,MinSideSpotRate,MinSideMktSpotRate,MinSideTrueSpotRate,MinSideMktTrueSpotRate,MinSideSpotSalesMargin,MinSideSpotChlMargin,MajSideDate,MajSideRate,MajSideMktRate,MajSideSalesMargin,MajSideChlMargin,MinSideDate,MinSideRate,MinSideMarketRate,MinSideSalesMargin,MinSideChlMargin,PayInstruction,ReceiptInstruction,CustomerPayInstruction,CustomerReceiptInstruction,BackOfficeNotes,customerStatementNotes,NotesMargin,RequestedBy,EditReason,EditOtherReason,LimitOrderType,LimitOrderStatus,LimitOrderExpiryDate,LimitOrderExpiryTime,LimitOrderUTCExpiryTime,LimitOrderRate,LimitOrderTPRate,LimitOrderSLRate,LimitOrderOwner,LimitOrderCustodian,LimitOrderPartialFillOK,NIName,NICleanPrice,NIDirtyPrice,NIYield,NIClearingSystem,Acceptor,NIDiscount,FutureExchangeCode,FutureCurrIsoCode,FutureDeliveryMth,FutureContractCode,FutureLots,FastPay,PaymentFee,PaymentFeePolicy,PaymentReason,Hedged,Premium,PremiumQuote,PremiumCurrency,PremiumRate,PremiumPercent,PremiumDate,StrikePrice,Exercised,OptionExpiryDate,OptionExercisedDate,NoticeDays,AlternativeCurrency,PaymentDate,SettlementDate,FixingDate,SpotBook,MajSpotBook,MinSpotBook,ForwardBook,MajFwrdBook,MinFwrdBook,MMBook,MajMMBook,MinMMBook,RepoFundingRate,RepoMargin,RepoSafe,RepoInitialFloatingCouponRate,UTI,EditVersion,BrokeragePercentage,BrokerageCurrency,BrokerageAmount,BrokerageDate,AccountName,AccountNumber,CashBalance,DebitFrequency,CreditFrequency,FeeAmount,FeePercentage,SettAmtOutstanding,LedgerBalance,ManuallyQuoted,Portfolio,InternalId,InternalDeleted,ISIN,Waiver,EURAmount,EUROtherAmount,LEI,Equity,Shares,ResidualShares,StockExchange,ShareHolder
000022,1,000022,NULL,NIS,IRS - No Principal Exchanged,IRS - No Principal Exchanged,Phone,Confirmed,NULL,2017-04-18,2017-04-20,2018-04-20,000974,NULL,Siena,1000000,NULL,GBP,NULL,NULL,NULL,1.004,NULL,NULL,0,NULL,NULL,Spot,NULL,NULL,1.004,NULL,NULL,NULL,NULL,2018-04-19 19:03:17.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,1 Month,NULL,NULL,Actual 365,NULL,Linda Jenkinson,AIRNZ     AUC,NULL,NULL,Salesdesk,Salesdesk,SuperMWT,NULL,2017-04-18 11:34:36,2018-01-25 10:14:55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5299006ZTNPWFIZIHK73000974,157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10306,2018-04-24 18:17:01.0966667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000022,2,000022,NULL,NIS,IRS - No Principal Exchanged,IRS - No Principal Exchanged,Phone,Confirmed,NULL,2017-04-18,2017-04-20,2018-04-20,000975,NULL,Siena,1000000,NULL,GBP,NULL,NULL,NULL,1.517,NULL,NULL,0,NULL,NULL,Spot,NULL,NULL,1.517,NULL,NULL,NULL,NULL,2018-04-19 19:03:17.0000000,NULL,NULL,LIBOR,NULL,NULL,1,NULL,NULL,NULL,NULL,LOAN,NULL,NULL,1 Month,NULL,NULL,Actual 365,NULL,Linda Jenkinson,AIRNZ     AUC,NULL,NULL,Salesdesk,Salesdesk,SuperMWT,NULL,2017-04-18 11:34:36,2018-01-25 10:14:55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5299006ZTNPWFIZIHK73000975,157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10307,2018-04-24 18:17:01.3800000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000023,1,000023,NULL,NIS,IRS - No Principal Exchanged,IRS - No Principal Exchanged,Phone,Confirmed,NULL,2017-04-18,2017-04-20,2018-04-20,000976,NULL,Siena,1000000,NULL,GBP,NULL,NULL,NULL,1.004,NULL,NULL,0,NULL,NULL,Spot,NULL,NULL,1.004,NULL,NULL,NULL,NULL,2018-04-19 19:03:17.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,1 Month,NULL,NULL,Actual 365,NULL,Jonathan Mason,AIRNZ     AUC,NULL,NULL,Salesdesk,Salesdesk,SuperMWT,NULL,2017-04-18 12:05:43,2018-01-25 10:15:23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,will do - hows this,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5299006ZTNPWFIZIHK73000976,158,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10308,2018-04-24 18:17:03.4333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000041,1,000041,NULL,NIS,IRS - No Principal Exchanged,IRS - No Principal Exchanged,Phone,Confirmed,NULL,2017-04-18,2017-04-20,2018-04-20,000984,NULL,Siena,1000000,NULL,GBP,NULL,NULL,NULL,2.1,NULL,NULL,-2,NULL,NULL,Spot,NULL,NULL,4.1,NULL,NULL,NULL,NULL,2018-04-19 19:03:18.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,1 Month,NULL,NULL,Actual 365,NULL,Jonathan Mason,AIRNZ     AUC,NULL,NULL,Salesdesk,Salesdesk,SuperMWT,NULL,2017-04-19 10:21:44,2018-01-25 10:17:54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5299006ZTNPWFIZIHK73000984,157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10334,2018-04-24 18:17:11.2033333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000041,2,000041,NULL,NIS,IRS - No Principal Exchanged,IRS - No Principal Exchanged,Phone,Confirmed,NULL,2017-04-18,2017-04-20,2018-04-20,000985,NULL,Siena,1000000,NULL,GBP,NULL,NULL,NULL,2.517,NULL,NULL,0,NULL,NULL,Spot,NULL,NULL,2.517,NULL,NULL,NULL,NULL,2018-04-19 19:03:18.0000000,NULL,NULL,LIBOR,NULL,NULL,2,NULL,NULL,NULL,NULL,LOAN,NULL,NULL,1 Month,NULL,NULL,Actual 365,NULL,Jonathan Mason,AIRNZ     AUC,NULL,NULL,Salesdesk,Salesdesk,SuperMWT,NULL,2017-04-19 10:21:44,2018-01-25 10:17:54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5299006ZTNPWFIZIHK73000985,157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10335,2018-04-24 18:17:11.4000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000037,1,000037,NULL,NIS,IRS - No Principal Exchanged,IRS - No Principal Exchanged,Phone,Confirmed,NULL,2017-04-18,2017-04-20,2018-04-20,000982,NULL,Siena,1000000,NULL,GBP,NULL,NULL,NULL,0.253,NULL,NULL,0,NULL,NULL,Spot,NULL,NULL,0.253,NULL,NULL,NULL,NULL,2018-04-19 19:03:18.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,1 Month,NULL,NULL,Actual 365,NULL,Linda Jenkinson,AIRNZ     AUC,NULL,NULL,Salesdesk,Salesdesk,SuperMWT,NULL,2017-04-19 07:25:43,2018-01-25 10:17:18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5299006ZTNPWFIZIHK73000982,157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10329,2018-04-24 18:17:09.4400000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000066,1,000066,NULL,NIS,IRS - No Principal Exchanged,IRS - No Principal Exchanged,Phone,Confirmed,NULL,2017-06-08,2017-06-12,2018-06-12,000994,NULL,Siena,10090,NULL,USD,NULL,NULL,NULL,2.778,NULL,NULL,0,NULL,NULL,Spot,NULL,NULL,2.778,NULL,NULL,NULL,NULL,2018-06-27 09:44:03.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,3 Months,NULL,NULL,Actual 360,NULL,Jonathan Mason,AIRNZ     AUC,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,NULL,2017-06-19 13:46:12,2018-01-25 10:20:10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5299006ZTNPWFIZIHK73000994,184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10369,2018-06-27 08:46:08.2333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000059,1,000059,NULL,NIS,IRS - No Principal Exchanged,IRS - No Principal Exchanged,FIX Engine,Cancelled,NULL,2017-04-18,2017-04-20,2018-04-20,NULL,NULL,Siena,1000000,NULL,USD,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Spot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-09-08 10:16:58.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,3 Months,NULL,NULL,Actual 360,NULL,Jonathan Mason,AIRNZ     AUC,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,NULL,2017-06-06 16:41:19,2017-09-07 14:21:41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10357,2017-09-08 09:17:02.3900000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000063,1,000063,NULL,NIS,IRS - No Principal Exchanged,IRS - No Principal Exchanged,Phone,Confirmed,NULL,2017-06-07,2017-06-09,2020-06-09,000992,NULL,Siena,1000000,NULL,USD,NULL,NULL,NULL,0.642,NULL,NULL,0,NULL,NULL,Spot,NULL,NULL,0.642,NULL,NULL,NULL,NULL,2018-07-03 14:44:47.0000000,NULL,NULL,LIBOR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,3 Months,NULL,NULL,Actual 360,NULL,Jonathan Mason,AIRNZ     AUC,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,MT1,2017-06-07 12:35:19,2018-01-25 10:19:55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-06-07,2017-06-07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5299006ZTNPWFIZIHK73000992,187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000063,2,000063,NULL,NIS,IRS - No Principal Exchanged,IRS - No Principal Exchanged,Phone,Confirmed,NULL,2017-06-07,2017-06-09,2020-06-09,000993,NULL,Siena,1000000,NULL,USD,NULL,NULL,NULL,2.878,NULL,NULL,0,NULL,NULL,Spot,NULL,NULL,2.878,NULL,NULL,NULL,NULL,2018-07-03 14:44:47.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAN,NULL,NULL,3 Months,NULL,NULL,Actual 360,NULL,Jonathan Mason,AIRNZ     AUC,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,MT1,2017-06-07 12:35:19,2018-01-25 10:19:55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-06-07,2017-06-07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5299006ZTNPWFIZIHK73000993,187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10366,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000023,2,000023,NULL,NIS,IRS - No Principal Exchanged,IRS - No Principal Exchanged,Phone,Confirmed,NULL,2017-04-18,2017-04-20,2018-04-20,000977,NULL,Siena,1000000,NULL,GBP,NULL,NULL,NULL,1.517,NULL,NULL,0,NULL,NULL,Spot,NULL,NULL,1.517,NULL,NULL,NULL,NULL,2018-04-19 19:03:17.0000000,NULL,NULL,LIBOR,NULL,NULL,1,NULL,NULL,NULL,NULL,LOAN,NULL,NULL,1 Month,NULL,NULL,Actual 365,NULL,Jonathan Mason,AIRNZ     AUC,NULL,NULL,Salesdesk,Salesdesk,SuperMWT,NULL,2017-04-18 12:05:43,2018-01-25 10:15:23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,will do - hows this,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5299006ZTNPWFIZIHK73000977,158,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10309,2018-04-24 18:17:03.6233333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000037,2,000037,NULL,NIS,IRS - No Principal Exchanged,IRS - No Principal Exchanged,Phone,Confirmed,NULL,2017-04-18,2017-04-20,2018-04-20,000983,NULL,Siena,1000000,NULL,GBP,NULL,NULL,NULL,1.517,NULL,NULL,0,NULL,NULL,Spot,NULL,NULL,1.517,NULL,NULL,NULL,NULL,2018-04-19 19:03:18.0000000,NULL,NULL,LIBOR,NULL,NULL,1,NULL,NULL,NULL,NULL,LOAN,NULL,NULL,1 Month,NULL,NULL,Actual 365,NULL,Linda Jenkinson,AIRNZ     AUC,NULL,NULL,Salesdesk,Salesdesk,SuperMWT,NULL,2017-04-19 07:25:43,2018-01-25 10:17:18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5299006ZTNPWFIZIHK73000983,157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10330,2018-04-24 18:17:09.6366667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000059,2,000059,NULL,NIS,IRS - No Principal Exchanged,IRS - No Principal Exchanged,FIX Engine,Cancelled,NULL,2017-04-18,2017-04-20,2018-04-20,NULL,NULL,Siena,1000000,NULL,USD,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Spot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-09-08 10:16:58.0000000,NULL,NULL,LIBOR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOAN,NULL,NULL,3 Months,NULL,NULL,Actual 360,NULL,Jonathan Mason,AIRNZ     AUC,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,NULL,2017-06-06 16:41:19,2017-09-07 14:21:41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10358,2017-09-08 09:17:02.3966667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000060,1,000060,NULL,NIS,IRS - No Principal Exchanged,IRS - No Principal Exchanged,Phone,Confirmed,NULL,2017-04-18,2017-04-20,2018-04-20,000986,NULL,Siena,1000000,NULL,USD,NULL,NULL,NULL,2.778,NULL,NULL,0,NULL,NULL,Spot,NULL,NULL,2.778,NULL,NULL,NULL,NULL,2018-04-19 19:03:18.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,3 Months,NULL,NULL,Actual 360,NULL,Jonathan Mason,AIRNZ     AUC,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,NULL,2017-06-07 08:27:47,2018-01-25 10:19:02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5299006ZTNPWFIZIHK73000986,159,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,10359,2018-04-24 18:17:12.6800000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
